reltime/s,C/mA.h,C/A.h,Ewe/V,soc,soc_cell
1.6879987429711036,6.82926529873576e-06,6.829265298735761e-09,0.767005562782287,0.9999091632151498,0.9998983898720528
1.762198690965306,7.12946829179095e-06,7.1294682917909505e-09,0.765936315059661,0.9999051701831766,0.9998939232620736
1.8249986439477648,7.38355039256728e-06,7.383550392567281e-09,0.764924347400665,0.9999017906101021,0.9998901428678966
1.9003985909512269,7.68860680227064e-06,7.688606802270641e-09,0.763912320137023,0.9998977330223172,0.999885604045715
1.9655985399731437,7.952400827056e-06,7.952400827056e-09,0.762900352478027,0.9998942242699075,0.9998816791513909
2.0265984959551133,8.19920326293342e-06,8.199203262933421e-09,0.761850178241729,0.9998909415244308,0.9998780070686718
2.104598434001673,8.51479006900141e-06,8.514790069001411e-09,0.760780930519104,0.9998867438707227,0.9998733115685937
2.1699983879807405,8.77940129292094e-06,8.779401292920941e-09,0.759768962860107,0.9998832242486603,0.999869374515464
2.245398331957404,9.08446473866287e-06,9.084464738662872e-09,0.758699715137481,0.9998791665672884,0.9998648355885958
2.320598271966446,9.38872088455698e-06,9.38872088455698e-09,0.757687747478485,0.9998751196238976,0.9998603086732454
2.387798224983271,9.66060777934682e-06,9.66060777934682e-09,0.756675720214843,0.9998715032273623,0.9998562633680833
2.465198167948984,9.97375956927943e-06,9.97375956927943e-09,0.755644679069519,0.9998673379620631,0.9998516040977152
2.542598108993843,1.02869116423341e-05,1.02869116423341e-08,0.754594504833221,0.9998631726929981,0.9998469448231346
